Ticker,Nome,Indice,Valuta,Close Prec,Close Att,Var %
PARA.US,Paramount Global,US,USD,0.82,0.70,-14.54%
SOL.MC,Solaria Energia,MC,EUR,0.81,0.74,-7.45%
GEN.US,Gen Digital,US,USD,23.07,21.62,-6.29%
